,children,confirm,confirmAdd,confirmAddCut,confirmCompare,continent,date,dead,deadCompare,heal,healCompare,isUpdated,name,nowConfirm,nowConfirmCompare,suspect
10,,11899,0,0,0,欧洲,03.30,513,0,1527,0,False,比利时,9859,0,0
11,,11814,0,0,0,欧洲,03.30,864,0,253,0,False,荷兰,10697,0,0
12,"[{'name': '大邱', 'date': '04.27', 'nameMap': 'Daegu', 'isUpdated': False, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 6847, 'suspect': 0, 'dead': 169, 'heal': 6040}, {'name': '庆尚北道', 'date': '04.27', 'nameMap': 'North Gyeongsang', 'isUpdated': False, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 1364, 'suspect': 0, 'dead': 52, 'heal': 1114}, {'name': '京畿道', 'date': '04.27', 'nameMap': 'Gyeonggi', 'isUpdated': False, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 671, 'suspect': 0, 'dead': 14, 'heal': 470}, {'name': '首尔', 'date': '04.27', 'nameMap': 'Seoul', 'isUpdated': False, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 629, 'suspect': 0, 'dead': 2, 'heal': 393}, {'name': '地区待确认', 'date': '04.27', 'nameMap': '', 'isUpdated': False, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 436, 'suspect': 0, 'dead': 0, 'heal': 123}, {'name': '忠清南道', 'date': '04.27', 'nameMap': 'South Chungcheong', 'isUpdated': False, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 142, 'suspect': 0, 'dead': 0, 'heal': 123}, {'name': '釜山', 'date': '04.27', 'nameMap': 'Busan', 'isUpdated': False, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 137, 'suspect': 0, 'dead': 3, 'heal': 117}, {'name': '庆尚南道', 'date': '04.27', 'nameMap': 'South Gyeongsang', 'isUpdated': False, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 117, 'suspect': 0, 'dead': 0, 'heal': 94}, {'name': '仁川', 'date': '04.27', 'nameMap': 'Incheon', 'isUpdated': False, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 92, 'suspect': 0, 'dead': 0, 'heal': 58}, {'name': '江原道', 'date': '04.27', 'nameMap': 'Gangwon', 'isUpdated': False, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 53, 'suspect': 0, 'dead': 2, 'heal': 35}, {'name': '世宗', 'date': '04.27', 'nameMap': 'Sejong', 'isUpdated': False, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 46, 'suspect': 0, 'dead': 0, 'heal': 35}, {'name': '忠清北道', 'date': '04.27', 'nameMap': 'North Chungcheong', 'isUpdated': False, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 45, 'suspect': 0, 'dead': 0, 'heal': 40}, {'name': '蔚山', 'date': '04.27', 'nameMap': 'Ulsan', 'isUpdated': False, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 43, 'suspect': 0, 'dead': 1, 'heal': 36}, {'name': '大田', 'date': '04.27', 'nameMap': 'Daejeon', 'isUpdated': False, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 40, 'suspect': 0, 'dead': 0, 'heal': 34}, {'name': '光州', 'date': '04.27', 'nameMap': 'Gwangju', 'isUpdated': False, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 30, 'suspect': 0, 'dead': 0, 'heal': 25}, {'name': '全罗北道', 'date': '04.27', 'nameMap': 'North Jeolla', 'isUpdated': False, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 18, 'suspect': 0, 'dead': 0, 'heal': 10}, {'name': '全罗南道', 'date': '04.27', 'nameMap': 'South Jeolla', 'isUpdated': False, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 15, 'suspect': 0, 'dead': 0, 'heal': 9}, {'name': '济州岛', 'date': '04.27', 'nameMap': 'Jeju', 'isUpdated': False, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 13, 'suspect': 0, 'dead': 0, 'heal': 8}]",9976,0,0,0,亚洲,04.02,169,0,5828,0,False,韩国,3979,0,0
13,,9217,0,0,0,亚洲,03.30,131,0,105,0,False,土耳其,8981,0,0
14,,8275,233,0,3810,欧洲,04.28,162,68,1209,1091,True,塞尔维亚,6904,2651,0
15,,6408,0,0,0,欧洲,03.30,140,0,43,0,False,葡萄牙,6225,0,0
16,,4347,0,0,0,亚洲,03.30,15,0,139,0,False,以色列,4193,0,0
17,,4284,0,0,0,欧洲,03.30,26,0,7,0,False,挪威,4251,0,0
18,,4256,0,0,0,南美洲,03.30,136,0,6,0,False,巴西,4114,0,0
19,,4245,0,0,0,大洋洲,03.30,18,0,244,0,False,澳大利亚,3983,0,0
20,,3700,0,0,0,欧洲,03.30,110,0,16,0,False,瑞典,3574,0,0
21,,2817,0,0,0,欧洲,03.30,16,0,11,0,False,捷克,2790,0,0
22,,2724,0,0,0,欧洲,03.30,72,0,73,0,False,丹麦,2579,0,0
23,,2626,0,0,0,亚洲,03.30,37,0,479,0,False,马来西亚,2110,0,0
24,,2615,0,0,0,欧洲,03.30,46,0,5,0,False,爱尔兰,2564,0,0
25,,2449,0,0,0,南美洲,03.30,8,0,156,0,False,智利,2285,0,0
26,,1988,0,0,0,欧洲,03.30,22,0,40,0,False,卢森堡,1926,0,0
27,,1952,0,0,0,欧洲,03.30,46,0,206,0,False,罗马尼亚,1700,0,0
28,,1924,0,0,0,南美洲,03.30,58,0,3,0,False,厄瓜多尔,1863,0,0
29,,1905,0,0,0,欧洲,03.30,26,0,7,0,False,波兰,1872,0,0
30,,1836,0,0,0,欧洲,03.30,9,0,66,0,False,俄罗斯,1761,0,0
31,"[{'name': '东京', 'date': '04.28', 'nameMap': 'Tokyo', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 3947, 'suspect': 0, 'dead': 5, 'heal': 0}, {'name': '大阪府', 'date': '04.28', 'nameMap': 'Osaka', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 1521, 'suspect': 0, 'dead': 2, 'heal': 0}, {'name': '神奈川县', 'date': '04.28', 'nameMap': 'Kanagawa', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 961, 'suspect': 0, 'dead': 3, 'heal': 0}, {'name': '埼玉县', 'date': '04.28', 'nameMap': 'Saitama', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 826, 'suspect': 0, 'dead': 1, 'heal': 0}, {'name': '千叶县', 'date': '04.28', 'nameMap': 'Chiba', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 814, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '北海道', 'date': '04.28', 'nameMap': 'Hokkaido', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 650, 'suspect': 0, 'dead': 4, 'heal': 0}, {'name': '兵库县', 'date': '04.28', 'nameMap': 'Hyogo', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 630, 'suspect': 0, 'dead': 7, 'heal': 0}, {'name': '福冈县', 'date': '04.28', 'nameMap': 'Fukuoka', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 621, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '爱知县', 'date': '04.28', 'nameMap': 'Aichi', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 477, 'suspect': 0, 'dead': 19, 'heal': 0}, {'name': '京都府', 'date': '04.28', 'nameMap': 'Kyoto', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 309, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '检疫等工作人员', 'date': '04.28', 'nameMap': '', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 297, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '石川县', 'date': '04.28', 'nameMap': 'Ishikawa', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 241, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '富山县', 'date': '04.28', 'nameMap': '', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 179, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '茨城县', 'date': '04.28', 'nameMap': 'Ibaraki', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 161, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '岐阜县', 'date': '04.28', 'nameMap': 'Gifu', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 149, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '广岛县', 'date': '04.28', 'nameMap': 'Hiroshima', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 149, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '群马县', 'date': '04.28', 'nameMap': 'Gunma', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 146, 'suspect': 0, 'dead': 1, 'heal': 0}, {'name': '冲绳县', 'date': '04.28', 'nameMap': 'Okinawa', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 137, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '福井县', 'date': '04.28', 'nameMap': 'Fukui', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 121, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '滋贺县', 'date': '04.28', 'nameMap': 'Shiga', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 94, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '宫城县', 'date': '04.28', 'nameMap': 'Miyagi', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 86, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '奈良县', 'date': '04.28', 'nameMap': 'Nara', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 79, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '高知县', 'date': '04.28', 'nameMap': 'Kochi', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 73, 'suspect': 0, 'dead': 1, 'heal': 0}, {'name': '新潟县', 'date': '04.28', 'nameMap': 'Niigata', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 70, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '福岛县', 'date': '04.28', 'nameMap': 'Fukushima', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 69, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '山形县', 'date': '04.28', 'nameMap': 'Yamagata', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 66, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '长野县', 'date': '04.28', 'nameMap': 'Nagano', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 66, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '静冈县', 'date': '04.28', 'nameMap': 'Shizuoka', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 64, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '大分县', 'date': '04.28', 'nameMap': 'Oita', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 60, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '和歌山县', 'date': '04.28', 'nameMap': 'Wakayama', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 59, 'suspect': 0, 'dead': 1, 'heal': 0}, {'name': '栃木县', 'date': '04.28', 'nameMap': 'Tochigi', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 54, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '山梨县', 'date': '04.28', 'nameMap': 'Yamanashi', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 52, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '爱媛县', 'date': '04.28', 'nameMap': 'Ehime', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 47, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '熊本县', 'date': '04.28', 'nameMap': 'Kumamoto', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 47, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '三重县', 'date': '04.28', 'nameMap': 'Mie', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 45, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '佐贺县', 'date': '04.28', 'nameMap': '', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 37, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '山口县', 'date': '04.28', 'nameMap': 'Yamaguchi', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 32, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '香川县', 'date': '04.28', 'nameMap': 'Kagawa', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 28, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '青森县', 'date': '04.28', 'nameMap': 'Aomori', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 23, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '冈山县', 'date': '04.28', 'nameMap': 'Okayama', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 22, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '岛根县', 'date': '04.28', 'nameMap': 'Shimane', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 22, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '长崎县', 'date': '04.28', 'nameMap': '', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 17, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '宫崎县', 'date': '04.28', 'nameMap': 'Miyazaki', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 17, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '秋田县', 'date': '04.28', 'nameMap': 'Akita', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 16, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '武汉包机回国者', 'date': '04.28', 'nameMap': '', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 14, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '鹿儿岛县', 'date': '04.28', 'nameMap': 'Kagoshima', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 10, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '德岛县', 'date': '04.28', 'nameMap': 'Tokushima', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 5, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '鸟取县', 'date': '04.28', 'nameMap': '', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 3, 'suspect': 0, 'dead': 0, 'heal': 0}, {'name': '地区待确认', 'date': '04.28', 'nameMap': '', 'isUpdated': True, 'confirmAdd': 0, 'confirmAddCut': 0, 'confirm': 0, 'suspect': 0, 'dead': 350, 'heal': 2905}]",1724,0,0,0,亚洲,03.28,52,0,372,0,False,日本本土,1300,0,0
32,,1625,0,0,0,亚洲,03.30,20,0,29,0,False,巴基斯坦,1576,0,0
33,,1546,0,0,0,亚洲,03.30,78,0,42,0,False,菲律宾,1426,0,0
34,,1524,0,0,0,亚洲,03.30,9,0,127,0,False,泰国,1388,0,0
35,,1453,0,0,0,亚洲,03.30,8,0,115,0,False,沙特阿拉伯,1330,0,0
36,,1414,0,0,0,亚洲,03.30,122,0,75,0,False,印度尼西亚,1217,0,0
37,,1280,0,0,0,非洲,03.30,2,0,31,0,False,南非,1247,0,0
38,,1240,0,0,0,欧洲,03.30,11,0,10,0,False,芬兰,1219,0,0
39,,1156,0,0,0,欧洲,03.29,38,0,52,0,False,希腊,1066,0,0
40,,1071,0,0,0,亚洲,03.30,29,0,99,0,False,印度,943,0,0
41,,1020,0,0,0,欧洲,03.30,2,0,135,0,False,冰岛,883,0,0
42,,993,0,0,0,北美洲,03.30,20,0,4,0,False,墨西哥,969,0,0
43,,989,0,0,0,北美洲,03.30,24,0,4,0,False,巴拿马,961,0,0
44,,901,0,0,0,北美洲,03.30,42,0,4,0,False,多米尼加,855,0,0
45,,879,0,0,0,亚洲,03.30,3,0,228,0,False,新加坡,648,0,0
46,,852,0,0,0,南美洲,03.30,18,0,16,0,False,秘鲁,818,0,0
47,,820,0,0,0,南美洲,03.30,80,0,72,0,False,阿根廷,668,0,0
48,,713,0,0,0,欧洲,03.30,6,0,55,0,False,克罗地亚,652,0,0
49,,712,0,0,0,其他,03.31,11,0,603,0,False,钻石号邮轮,98,0,0
50,,702,0,0,0,南美洲,03.30,10,0,10,0,False,哥伦比亚,682,0,0
51,,684,0,0,0,欧洲,03.29,9,0,10,0,False,斯洛文尼亚,665,0,0
52,,645,0,0,0,欧洲,03.29,1,0,20,0,False,爱沙尼亚,624,0,0
53,,634,0,0,0,亚洲,03.30,1,0,48,0,False,卡塔尔,585,0,0
54,,611,0,0,0,亚洲,03.30,5,0,61,0,False,阿联酋,545,0,0
55,,609,0,0,0,非洲,03.30,40,0,132,0,False,埃及,437,0,0
56,,589,0,0,0,大洋洲,03.30,1,0,56,0,False,新西兰,532,0,0
57,,584,0,0,0,亚洲,04.05,5,0,32,0,False,阿塞拜疆,547,0,0
58,,547,0,0,0,亚洲,03.29,42,0,143,0,False,伊拉克,362,0,0
59,,516,0,0,0,非洲,03.30,27,0,13,0,False,摩洛哥,476,0,0
60,,515,0,0,0,亚洲,03.30,4,0,279,0,False,巴林,232,0,0
61,,511,0,0,0,非洲,03.30,31,0,32,0,False,阿尔及利亚,448,0,0
62,,481,0,0,0,亚洲,03.30,3,0,30,0,False,亚美尼亚,448,0,0
63,,480,0,0,0,欧洲,03.30,11,0,6,0,False,乌克兰,463,0,0
64,,460,0,0,0,欧洲,03.29,7,0,1,0,False,立陶宛,452,0,0
65,,447,0,0,0,欧洲,03.30,15,0,34,0,False,匈牙利,398,0,0
66,,446,0,0,0,亚洲,03.30,11,0,32,0,False,黎巴嫩,403,0,0
67,,347,0,0,0,欧洲,03.30,0,0,1,0,False,拉脱维亚,346,0,0
68,,336,0,0,0,欧洲,03.30,0,0,2,0,False,斯洛伐克,334,0,0
69,,334,0,0,0,欧洲,03.29,6,0,6,0,False,安道尔,322,0,0
70,,324,0,0,0,欧洲,03.30,6,0,8,0,False,波黑,310,0,0
71,,313,0,0,0,欧洲,03.28,3,0,4,0,False,保加利亚,306,0,0
72,,312,0,0,0,非洲,03.30,8,0,2,0,False,突尼斯,302,0,0
73,,309,0,0,0,南美洲,03.30,1,0,6,0,False,乌拉圭,302,0,0
74,,302,0,0,0,亚洲,03.30,1,0,21,0,False,哈萨克斯坦,280,0,0
75,,295,0,0,0,北美洲,03.29,2,0,3,0,False,哥斯达黎加,290,0,0
76,,266,0,0,0,亚洲,03.30,0,0,72,0,False,科威特,194,0,0
77,,259,0,0,0,欧洲,03.30,6,0,3,0,False,北马其顿,250,0,0
78,,259,0,0,0,亚洲,03.30,3,0,18,0,False,约旦,238,0,0
79,,231,0,0,0,欧洲,03.29,2,0,2,0,False,摩尔多瓦,227,0,0
80,,224,0,0,0,欧洲,03.30,22,0,6,0,False,圣马力诺,196,0,0
81,,222,0,0,0,非洲,03.30,12,0,23,0,False,布基纳法索,187,0,0
82,,214,0,0,0,亚洲,03.29,6,0,15,0,False,塞浦路斯,193,0,0
83,,212,0,0,0,欧洲,03.30,10,0,33,0,False,阿尔巴尼亚,169,0,0
84,,194,0,0,0,亚洲,03.30,0,0,52,0,False,越南,142,0,0
85,,179,0,0,0,亚洲,03.30,0,0,29,0,False,阿曼,150,0,0
86,,165,0,0,0,非洲,03.30,1,0,4,0,False,科特迪瓦,160,0,0
87,,162,0,0,0,非洲,03.30,0,0,28,0,False,塞内加尔,134,0,0
88,,152,0,0,0,非洲,03.29,5,0,2,0,False,加纳,145,0,0
89,,149,0,0,0,亚洲,03.30,2,0,7,0,False,乌兹别克斯坦,140,0,0
90,,149,0,0,0,欧洲,03.29,0,0,2,0,False,马耳他,147,0,0
91,,145,0,0,0,亚洲,03.30,4,0,2,0,False,阿富汗,139,0,0
92,,142,0,0,0,非洲,03.30,6,0,5,0,False,喀麦隆,131,0,0
93,,139,0,0,0,北美洲,03.30,1,0,3,0,False,洪都拉斯,135,0,0
94,,127,0,0,0,亚洲,03.30,1,0,38,0,False,文莱,88,0,0
95,,122,0,0,0,亚洲,03.30,1,0,11,0,False,斯里兰卡,110,0,0
96,,119,0,0,0,北美洲,03.29,3,0,4,0,False,古巴,112,0,0
97,,119,0,0,0,南美洲,03.29,2,0,39,0,False,委内瑞拉,78,0,0
98,,111,0,0,0,非洲,03.30,1,0,3,0,False,尼日利亚,107,0,0
99,,107,0,0,0,非洲,03.29,2,0,0,0,False,毛里求斯,105,0,0
100,,106,0,0,0,亚洲,03.30,1,0,18,0,False,巴勒斯坦,87,0,0
101,,103,0,0,0,亚洲,03.30,0,0,21,0,False,柬埔寨,82,0,0
102,,98,0,0,0,亚洲,03.30,0,0,18,0,False,格鲁吉亚,80,0,0
103,,94,0,0,0,欧洲,03.29,0,0,32,0,False,白俄罗斯,62,0,0
104,,85,0,0,0,欧洲,03.30,1,0,0,0,False,黑山,84,0,0
105,,84,0,0,0,亚洲,03.29,0,0,0,0,False,吉尔吉斯斯坦,84,0,0
106,,81,0,0,0,南美洲,03.29,0,0,0,0,False,玻利维亚,81,0,0
107,,81,0,0,0,非洲,03.30,8,0,3,0,False,刚果（金）,70,0,0
108,,70,0,0,0,非洲,03.30,0,0,0,0,False,卢旺达,70,0,0
109,,64,0,0,0,南美洲,03.30,3,0,1,0,False,巴拉圭,60,0,0
110,,56,0,0,0,欧洲,03.28,0,0,0,0,False,列支敦士登公国,56,0,0
111,,50,0,0,0,非洲,03.30,1,0,1,0,False,肯尼亚,48,0,0
112,,49,0,0,0,亚洲,03.30,5,0,19,0,False,孟加拉,25,0,0
113,,43,0,0,0,欧洲,03.29,0,0,1,0,False,摩纳哥,42,0,0
114,,43,0,0,0,非洲,03.29,0,0,0,0,False,马达加斯加,43,0,0
115,,35,0,0,0,非洲,03.30,0,0,0,0,False,赞比亚,35,0,0
116,,34,0,0,0,北美洲,03.29,1,0,10,0,False,危地马拉,23,0,0
117,,33,0,0,0,非洲,03.30,0,0,0,0,False,乌干达,33,0,0
118,,30,0,0,0,非洲,03.30,1,0,7,0,False,多哥,22,0,0
119,,28,0,0,0,南美洲,03.29,1,0,6,0,False,圭亚那,21,0,0
120,,25,0,0,0,非洲,03.30,0,0,0,0,False,吉布提,25,0,0
121,,25,0,0,0,非洲,03.30,2,0,0,0,False,马里,23,0,0
122,,23,0,0,0,非洲,03.30,0,0,2,0,False,埃塞俄比亚,21,0,0
123,,20,0,0,0,亚洲,04.03,1,0,0,0,False,缅甸,19,0,0
124,,19,0,0,0,非洲,03.30,0,0,1,0,False,坦桑尼亚,18,0,0
125,,19,0,0,0,非洲,03.28,0,0,0,0,False,刚果（布）,19,0,0
126,,18,0,0,0,非洲,03.30,1,0,0,0,False,尼日尔,17,0,0
127,,17,0,0,0,亚洲,03.30,0,0,11,0,False,马尔代夫,6,0,0
128,,16,0,0,0,非洲,03.30,0,0,1,0,False,几内亚,15,0,0
129,,14,0,0,0,非洲,03.30,0,0,0,0,False,赤道几内亚,14,0,0
130,,12,0,0,0,非洲,03.30,0,0,0,0,False,厄立特里亚,12,0,0
131,,12,0,0,0,亚洲,03.28,0,0,0,0,False,蒙古,12,0,0
132,,11,0,0,0,非洲,03.29,0,0,0,0,False,纳米比亚,11,0,0
133,,10,0,0,0,亚洲,03.30,1,0,0,0,False,叙利亚,9,0,0
134,,9,0,0,0,非洲,03.29,0,0,0,0,False,斯威士兰,9,0,0
135,,8,0,0,0,南美洲,03.28,0,0,0,0,False,苏里南,8,0,0
136,,8,0,0,0,非洲,03.28,0,0,0,0,False,莫桑比克,8,0,0
137,,8,0,0,0,亚洲,03.29,0,0,0,0,False,老挝,8,0,0
138,,8,0,0,0,北美洲,03.28,0,0,0,0,False,海地,8,0,0
139,,8,0,0,0,非洲,03.29,0,0,0,0,False,塞舌尔,8,0,0
140,,7,0,0,0,非洲,03.27,1,0,0,0,False,加蓬,6,0,0
141,,7,0,0,0,非洲,03.30,2,0,0,0,False,安哥拉,5,0,0
142,,7,0,0,0,非洲,03.28,1,0,0,0,False,津巴布韦,6,0,0
143,,7,0,0,0,北美洲,03.28,0,0,0,0,False,安提瓜和巴布达,7,0,0
144,,6,0,0,0,非洲,03.30,1,0,0,0,False,苏丹,5,0,0
145,,6,0,0,0,非洲,03.28,0,0,0,0,False,中非共和国,6,0,0
146,,6,0,0,0,非洲,03.29,1,0,0,0,False,佛得角,5,0,0
147,,6,0,0,0,非洲,03.28,0,0,0,0,False,贝宁,6,0,0
148,,6,0,0,0,欧洲,03.29,0,0,0,0,False,梵蒂冈,6,0,0
149,,5,0,0,0,亚洲,03.25,0,0,1,0,False,尼泊尔,4,0,0
150,,5,0,0,0,非洲,03.30,0,0,2,0,False,毛里塔尼亚,3,0,0
151,,5,0,0,0,非洲,03.29,0,0,0,0,False,乍得,5,0,0
152,,4,0,0,0,非洲,03.30,1,0,0,0,False,冈比亚,3,0,0
153,,4,0,0,0,亚洲,03.30,0,0,0,0,False,不丹,4,0,0
154,,4,0,0,0,北美洲,03.28,1,0,0,0,False,尼加拉瓜,3,0,0
155,,3,0,0,0,非洲,03.27,0,0,0,0,False,索马里,3,0,0
156,,3,0,0,0,非洲,03.21,0,0,0,0,False,利比里亚,3,0,0
157,,2,0,0,0,非洲,03.25,0,0,0,0,False,几内亚比绍,2,0,0
158,,2,0,0,0,北美洲,03.28,0,0,0,0,False,伯利兹,2,0,0
159,,1,0,0,0,大洋洲,03.21,0,0,0,0,False,巴布亚新几内亚,1,0,0
160,,1,0,0,0,亚洲,03.21,0,0,0,0,False,东帝汶,1,0,0
